sample_id,true_label,true_class_name,predicted_label,predicted_class_name,confidence,error_type,text_sample
6320,2582,Mobilier et accessoires de jardin,10,Livres occasion,0.15051628875810505,low_confidence,Boîte Agricole En Résine Empilable Semi-Ouverte Pour Olives 56x35x31cm 25kg 40l 
6332,2582,Mobilier et accessoires de jardin,2060,Décoration,0.8021635485604443,high_confidence,5 M Home Decoration Non-Dérapant Imperméable Autocollants Slip Sécurité 5 M Home Decoration antidérapante étanche Autocollants de sol de sécurité Slip description un bon choix pour la décoration intér...
6349,1280,Jouets enfant,40,Jeux consoles neuf,0.44167707163165343,low_confidence,Tête Bjd Bouchon Silicone De Perruque 3 Pouces Magideal <div><br /> <strong>Description:</strong></div><br /><ul><li><br /> </li><li><br />  Un chapeau de perruque silicone doux et extensible</li><li>...
6350,2060,Décoration,1320,Puériculture,0.9126438169741404,high_confidence,Lampe Led Humidificateur Coupe Lumière Mignon Humidificateur D'air Diffuseur Purificateur Atomiseur Lampe Humidifier Mignon Coupe Lumière LED Humidificateur Diffuseur Purificateur d&#39;air Atomiseur ...
6351,1320,Puériculture,1280,Jouets enfant,0.8317323717646861,high_confidence,Magideal 2 Pcs Orff Instrument De Musique Hochets Main Accessoires De Jouet Intelligent Durable <p><b>La description:</b></p><br /><p> Orff Monde Bébé Hochets Mignons Main Bell Jouet Cadeau Instrument...
6364,2403,Lots livres et magazines,2280,Journaux et revues occasion,0.5339903496076644,high_confidence,Atomes Tous Les Aspects Scientifiques D'un  Nouvel Age Du 6 Au 54 
6368,1140,Objets pop culture,2280,Journaux et revues occasion,0.20835316433044174,low_confidence,Soldats Des Deux Guerres Mondiales - Cavalier Cosaques Du Kouban 1943 
6373,1560,Mobilier,1920,Linge de maison,0.6810065830056177,high_confidence,Nouveau Simple Crochet Crochet Vent Rural Bulle Motif Fleurs Coupées Rideau Rideau @Napoulen3940 Nouveau Simple Crochet Crochet vent rural Bulle Motif fleurs coupées Curtain point de vente de produits...
6374,2403,Lots livres et magazines,2280,Journaux et revues occasion,0.40774998512623817,low_confidence,Archeologia N° 519 - Mars 2017 - Exposition - Moi Auguste Empereur De Rome 
6386,2462,Console et Jeux vidéos occasion,2403,Lots livres et magazines,0.7819024354609743,high_confidence,Lot De 2 Cd Demos D Epoque Avec Boitier Cartonne D Origine 
6389,2705,Livres neufs,10,Livres occasion,0.4954560490887653,low_confidence,Champagne-Ardenne - Destructions Grande Guerre 
6393,10,Livres occasion,2403,Lots livres et magazines,0.3123075928683907,low_confidence,Tournooi Et Bataille Pour Guitare Transcription 
6407,40,Jeux consoles neuf,10,Livres occasion,0.23395243422982642,low_confidence,Timesplitters - Future Perfect 
6408,1140,Objets pop culture,2280,Journaux et revues occasion,0.4153613748065745,low_confidence,Avatar Coffret De 10 Feves + 1 Special 
6409,1560,Mobilier,2585,Outillage de jardin,0.358375461799517,low_confidence,Leifheit Ensemble De Vadrouille De Plancher Clean Twist M Vert 52050 L&#39;ensemble de vadrouille de plancher Clean Twist de Leifheit est une solution idéale pour le nettoyage de votre maison ou de vo...
6414,10,Livres occasion,2705,Livres neufs,0.735903031451896,high_confidence,La Réponse - À La Commission Européenne Et Aux Libre-Échangistes Premiers Responsables Du Chômage Du Déclin De La Nation Et De L'europe 
6426,1180,Jeux de rôle et figurines,10,Livres occasion,0.24092389979372844,low_confidence,"Banc À Marteler Peanuts ""Snoopy"" "
6430,1180,Jeux de rôle et figurines,1280,Jouets enfant,0.33392648536980124,low_confidence,Magician In A Tin Magic trick instructions booklet included. Compact metal tin with props to put on a mini magic show. Great for beginners to learn the basics or great for the experienced.
6433,10,Livres occasion,1280,Jouets enfant,0.7287002427472801,high_confidence,Baby Beanies Made With The Knook 
6434,2403,Lots livres et magazines,40,Jeux consoles neuf,0.7928207392669426,high_confidence,High School Of The Dead Intégrale 7 Volumes 
6443,2585,Outillage de jardin,2582,Mobilier et accessoires de jardin,0.6654838587945099,high_confidence,Pot décoratif Classico Premium 28 - Noir - Lechuza pot intérieur et extérieur <strong>Growshops.fr</strong> vous propose les produits de la marque<strong> Lechuza</strong> ! Différentes gammes de <str...
6444,2522,Fournitures papeterie,2585,Outillage de jardin,0.3236612915261542,low_confidence,Super Glue Colle Instantanée Liquide En Flacon De 5g Embout De Précision Superglue3 Precision Applicateur ultra précis.<br />Résiste à  l'eau. Embout très fin et précis : application goutte à  goutte....
6458,1140,Objets pop culture,2403,Lots livres et magazines,0.2600340158053505,low_confidence,Perruque Jiraiya Blanc Cosplay Déguisement - Soirée Salon Manga 
6460,2583,Piscine et accessoires,10,Livres occasion,0.33498133764358556,low_confidence,Couverture d'été pour Abri Garden Igloo Avec le toit d&#39;ombrage disponibles séparément le Garden Igloo se transforme en un agréable pavillon.?
6463,1560,Mobilier,2583,Piscine et accessoires,0.38133093107627153,low_confidence,Pouf Gonflable Spiderman P-11069-Co Spiderman Livraison sous 15 à 35 jours ouvrés (Hors Week-End et jours fériés)<br />Ce confortable fauteuil gonflable Spiderman est idéal pour les fans de super héro...
6467,2403,Lots livres et magazines,10,Livres occasion,0.8381556057144427,high_confidence,Pink Diary Tome 1 2 & 3 
6475,2060,Décoration,1320,Puériculture,0.17305960826445485,low_confidence,Tubeuse Simple Rizla + machine à tuber pour une cigarette. livrée avec un embout (pour tenir la cigarette) de rechange. coloris : bleu a noter : le sélecteur à la base de la machine permet de réaliser...
6478,1320,Puériculture,2060,Décoration,0.48681108342910123,low_confidence,Kidslight Creative Led-Nachtlicht Mit Farbwechsel KIDSLIGHT CREATIVE LED-NACHTLICHT MIT FARBWECHSEL
6498,2060,Décoration,1560,Mobilier,0.8381175765976573,high_confidence,Noël En Feutre Candy Bag Motif Elk Noël Portable Cadeau Home Décor Poche Décoration 6059 Noël en feutre Candy Bag Motif Elk Noël Portable cadeau Home Décor poche Informations sur le produit: 100% tout...
6501,1920,Linge de maison,1320,Puériculture,0.28487753169244684,low_confidence,Type U Femmes Enceintes Oreiller Type U Ventre Soutien Traverses Côté Oreiller @Yahuoa369 Type U Femmes enceintes oreiller Type U ventre soutien Traverses Side oreiller Feature: Nom du produit: multif...
6503,2060,Décoration,2582,Mobilier et accessoires de jardin,0.8069432441591876,high_confidence,Corbeille À Linge Prima Eda - 45 L - Gris Béton <b>Corbeille à linge Prima Eda - 45 l - Gris béton</b><br /><br /><br /><ul><li><b>Marque</b> : Eda</li><li><b>Référence fournisseur</b> : 10654 G.BT SX...
6505,10,Livres occasion,2705,Livres neufs,0.6798223249292064,high_confidence,La Clairière - Roman 
6513,2403,Lots livres et magazines,2280,Journaux et revues occasion,0.9846210587552876,high_confidence,Ultimates 29-36 (07/2007 - 09/2008) 
6533,2220,Animalerie,2585,Outillage de jardin,0.5414283516849324,high_confidence,Virbac Vet Hpm Diet - Chat - W2 Weight Loss & Control - 3 Kg Ces croquettes comportent les caractéristiques suivantes :<ul><li>faible densité énergétique (340 kcal/100g)</li><li>restriction modérée de...
6534,1320,Puériculture,2060,Décoration,0.989946354273933,high_confidence,3d Effets D'éclairage Optique Unique Home Décor Led Télécommande Lampe De Table E 3D Effets d&#39;éclairage optique unique Home Décor LED Télécommande Lampe de table E Fonction: 100% tout neuf et de h...
6536,2220,Animalerie,10,Livres occasion,0.13533647808168972,low_confidence,Habau Nichoir En Plastique Renforcé Avec Des Fibres Naturelles 
6547,40,Jeux consoles neuf,10,Livres occasion,0.27209262396527056,low_confidence,Mega Minis Vol. 2 
6550,1320,Puériculture,2060,Décoration,0.4125510740088547,low_confidence,Philips 717042516 Livingcolors Micro Disney Ariel Lampe À Poser Faites rentrer tout un univers de lumière colorée dans la chambre de votre enfant avec la LivingColors Micro Ariel. Sélectionnez l'une d...
6553,1180,Jeux de rôle et figurines,1281,Jeux enfant,0.9883059802312972,high_confidence,24279 Phb Cleric Power Cards A propos : <p>Chacun de ces packs est dédié à une classe précise du Manuel des Joueurs de DD4 et contient 100 cartes représentant l'ensemble des pouvoirs de chaque classes...
6556,1920,Linge de maison,1560,Mobilier,0.6518224630528864,high_confidence,Ananas Été Flanelle Quilt Literie Mince Lancers Couverture Climatisation Ananas été Flanelle Quilt Literie mince Lancers Couverture Climatisation Description: Quantité: 1pc 100% New &amp; amp; Haute Q...
6562,2582,Mobilier et accessoires de jardin,2583,Piscine et accessoires,0.8362174216213262,high_confidence,Fontaine Design De Pompe De Puits <p>Cette fontaine de style vintage a un design de pompe à puits décoratif. Elle peut facilement et rapidement être assemblée. La fontaine dispose d&#39;une pompe à ea...
6564,2462,Console et Jeux vidéos occasion,50,Accessoires gaming,0.8670311307295534,high_confidence,Téléphone Escamotable Contrôleur De Jeu Pour Manette De Jeu Joystick Poignée De Recouvrement (Noir) La description:<br />  Il est conçu pour les téléphones de 45 à 65 pouces et est en mesure de transf...
6567,1140,Objets pop culture,1280,Jouets enfant,0.24221092663338126,low_confidence,Tokyo Ghoul - Tapis De Souris En Forme Masque (199) 
6568,2060,Décoration,1560,Mobilier,0.6340150900117513,high_confidence,Porte-Brosse À Dents En Acier Inoxydable Et Support Pour Dentifrice Brosse À Dents Électrique @Uapavmp Noodle Lattice Rouleau en acier inoxydable Pâte Cutter pratique outil de cuisine &amp; nbsp; Feat...
6572,1320,Puériculture,1920,Linge de maison,0.9780812765971063,high_confidence,Coussin Peluche 45 X 34 Cm. 
6573,1280,Jouets enfant,1300,Modélisme,0.6018834802910715,high_confidence,Racing En Aluminium Gpm Hex Adaptateur 9 Mm D'épaisseur Pour Traxxas Trx-4 Rc Voiture Racing en aluminium gpm Hex Adaptateur 9 mm d&#39;épaisseur pour Traxxas TRX-4 RC Car Description: Produit fonctio...
6593,1560,Mobilier,2582,Mobilier et accessoires de jardin,0.9441850925713042,high_confidence,Jeu De Mobilier De Jardin 27 Pcs Noir Résine Tressée <p>Notre ensemble de mobilier de jardin élégant en rotin deviendra l&#39;attraction principale de votre jardin ou patio ! Ce jeu de salle à manger ...
6598,1281,Jeux enfant,2060,Décoration,0.883313917491015,high_confidence,Lighted Noël Gonflable Père Noël Bonhomme De Neige Archway Bow Led Art De Jardin Décoration Père Noël gonflable d&#39;escalade d&#39;arbre de Noël Chased Dog lumières LED Décor de jardin Cadeau de Noë...
6599,1280,Jouets enfant,1140,Objets pop culture,0.4829084772872383,low_confidence,Kinder - Série : Astérix En Amérique / Astérix & Les Indiens (Année 1997) - Figurine N°12 : Le Sénateur Romain Lucullus 
6601,2705,Livres neufs,2403,Lots livres et magazines,0.44125150649422007,low_confidence,Le Dernier Humoriste Anglais Charles Lamb 
6607,10,Livres occasion,2403,Lots livres et magazines,0.43842352423647724,low_confidence,Folle-Farine - Tome 2 -Collection Of British Authors - Vol.1196 TEXTE EN ANGLAIS / copyright edition
6612,2403,Lots livres et magazines,10,Livres occasion,0.5412232565494692,high_confidence,Carlos Castaneda - Collection Témoins / Gallimard - Le Second Anneau De Pouvoir - Histoire De Pourvoir - Le Don De L'aigle - Voir  Les Enseignements D'un Sorcier Yaqui 
6616,2705,Livres neufs,2403,Lots livres et magazines,0.797600755529448,high_confidence,Les Résidences Des Archevêques De Paris 
6617,2705,Livres neufs,10,Livres occasion,0.4327322422937947,low_confidence,Séparer Et Punir. Une Géographie Des Prisons Françaises 
6620,1320,Puériculture,1920,Linge de maison,0.8746705682529979,high_confidence,Tural - Protège-Matelas Imperméable. Tissu Éponge 100 % Coton. Dimensions 60x120 Cm / Forme Drap Housse <b>Protection contre les liquides et les acariens</b> <br /> Ce produit a été spécialement conçu...
6622,10,Livres occasion,2280,Journaux et revues occasion,0.41913555299671906,low_confidence,L'allemagne Préférée À La France Par Le Premier Adjoint À Un Des Maires De Paris. Petit Scandale Politico-Commercial. Article Dédié Spécialement À Mm. Les Questeurs De La Chambre Des Députés 
6623,2060,Décoration,1320,Puériculture,0.813194357910471,high_confidence,Tapis De Bébé Peluche De C¿Ur Décoration Pour Coucher Jouer Marcher Bébé Enfant De Salon 40*50cm Magideal <p><b>La description:</b></p><br /><p> Matériau de haute qualité doux chaud confortable et dur...
6632,2280,Journaux et revues occasion,10,Livres occasion,0.5133305949987166,high_confidence,Historiens Et Géographes  N° 366 : Le Sentiment National D'identité En Europe 
6633,2403,Lots livres et magazines,2280,Journaux et revues occasion,0.5272881314544523,high_confidence,Argos La Litteratura Universal En La Mano  1 2 3 5 13 15   
6638,50,Accessoires gaming,40,Jeux consoles neuf,0.575458799290032,high_confidence,Câble 1.4 Hdmi 4k Hd 2m Fiches plaquées OR 24 carats <br />Full HD 3D - 4096 x 2160 version 1.4 <br />Compatible 1080p <br />HEC (HDMI Ethernet Channel)<br />ARC (Audio Return Channel)<br />Haute vite...
6650,1281,Jeux enfant,1280,Jouets enfant,0.5866699529640976,high_confidence,Flameer 200pcs Poker Chips Tokens Kids Toys Family Party Board Game Parts Gray Black ppbDescriptionbpp - These plastic token chips are fun to play for children to play.brpp - Can be used to cover the ...
6662,2060,Décoration,1560,Mobilier,0.8006714652627879,high_confidence,Soupe Arc-En Acier Inoxydable Cuillère À Mélange Outils Drinking Métal Big Dessert Soupe arc-en acier inoxydable cuillère à mélange Outils Drinking Big Dessert Métal Caractéristiques: Matériel en acie...
6669,1180,Jeux de rôle et figurines,10,Livres occasion,0.32804692011488545,low_confidence,Lance Flamme Cadien Empire Astra Militarum Modèle 2 
6681,40,Jeux consoles neuf,10,Livres occasion,0.5409691850818951,high_confidence,The Mystery Of The Crystal Portal 
6684,1560,Mobilier,1320,Puériculture,0.8212326891915566,high_confidence,Fauteuil Enfant Scandinave Bleu Pétrole Baby Isko 
6686,1280,Jouets enfant,1300,Modélisme,0.49661879785629426,low_confidence,Mousse Eva Bag Sac À Main Rangement Étanche Sacoche Portable Pour Dji 2 Mavic EVA mousse HandBag de transport étanche Sac de rangement Housse portable pour DJI 2 Pro Mavic / Zoom DroneFeature: taille ...
6694,10,Livres occasion,2403,Lots livres et magazines,0.45675029236860065,low_confidence,Chanel Boutique - Collection Printemps-Été 1995 
6695,40,Jeux consoles neuf,10,Livres occasion,0.6141749340534707,high_confidence,X Bladez In-Line Skater 
6697,2585,Outillage de jardin,2582,Mobilier et accessoires de jardin,0.46063430752554396,low_confidence,Chariot porte bûches 150Kg avec housse de protection Chariot porte bûches sur roues gonflables équipées de pneus antidérapants et robuste l&#39;armature métallique du chariot permet de transporter jus...
6705,2060,Décoration,2583,Piscine et accessoires,0.4084325896376986,low_confidence,Sticker Pour Porte Trompe L'oeil Galets Bambou Spa - 63x204cm Ou 73x204cm 
6706,40,Jeux consoles neuf,1140,Objets pop culture,0.8611392637138451,high_confidence,Stylish Collection Detective Story Kudo Shunsaku White Suit Ver Yusaku Matsuda (Japan Import) 
6708,2462,Console et Jeux vidéos occasion,40,Jeux consoles neuf,0.3769151442653509,low_confidence,Magnum The Compilation: Rvf Honda - After The War - Satan - Oriental Game - Pro Tennis Tour Jeu Amiga Big Box Grosse Boite Amiga 500 - 500 Plus - 1000 - 2000 1200 1500 3000 
6712,1281,Jeux enfant,1280,Jouets enfant,0.931742698540956,high_confidence,Éducation Scientifique Toy Simulé Whale Modèle Enfants Enfants Jouets Pour Le Bain Éducation scientifique Toy Simulé Whale modèle Enfants enfants jouets de bain Feature: 100% qualité de la marque nouv...
6715,1300,Modélisme,1280,Jouets enfant,0.37091109047151316,low_confidence,Voiture Électrique Tc4 Sport Sans Moteur Marque Gm 
6717,1302,Jeux et accessoires de plein air,10,Livres occasion,0.3927529166888142,low_confidence,Draisienne Kurve - Union Jack 
6729,1302,Jeux et accessoires de plein air,10,Livres occasion,0.1378432278032254,low_confidence,24 Glow In The Dark Superballs High Bounce Bouncy Balls 27 Mm 1 Inch Vending Machine Balls ulliFREST RUBBERlili27 MM DIAMETER GREAT FOR VENDING MACHINESliliGLOW IN THE DARKliliVERY HIGH BOUNCElili24 s...
6734,2583,Piscine et accessoires,2582,Mobilier et accessoires de jardin,0.5526029198241271,high_confidence,Ubbink Brisbane Lame d'eau 30 cm En acier inoxydable <html>Cette lame d'eau en acier inoxydable attirera tous les regards de vos amis ou vos invités dans votre jardin. Cette lame d'eau peut être facil...
6742,1920,Linge de maison,1560,Mobilier,0.8592385097900359,high_confidence,Décoration Rectangulaire Nappe Polyester Table Tissu Taille Pleine Tablecloth 205 Décoration rectangulaire Nappe Polyester Table Tissu Taille pleine ProductSellingpoints: 100% qualité de marque nouvel...
6746,1920,Linge de maison,2060,Décoration,0.9395774575716135,high_confidence,1-4 Sièges Coussin Canapé Imperméable Housse Canapé Extensible Slipcovers Protector @Sdongt495 1-4 Sièges Coussin Canapé imperméable Housse canapé extensible Slipcovers Protector Description du produi...
6759,2403,Lots livres et magazines,10,Livres occasion,0.5479328648412563,high_confidence,Mémoire Des Vosges Archéologies. 
6762,2462,Console et Jeux vidéos occasion,50,Accessoires gaming,0.5187779213552645,high_confidence,Coque De Protection Plastique Ps Vita - Revêtement Caoutchouc - ( 4 Façades Décorées ( Uncharted - Resistance )) - Playstation Vita - Sony 
6764,1300,Modélisme,1140,Objets pop culture,0.15471918817178176,low_confidence,Support De Carrosserie Avant Pour Serie Tuning Cb350-Aviomodelli 
6767,2280,Journaux et revues occasion,10,Livres occasion,0.2523877333885107,low_confidence,Stars Live  N° 62 : Tokio Hotel. La Folie High School Musical 2. Matt Dallas. Bb Brunes 
6775,2522,Fournitures papeterie,2280,Journaux et revues occasion,0.3939378750185716,low_confidence,Victoria Frances Calendrier 2013 Par Pyramid 
6777,40,Jeux consoles neuf,1280,Jouets enfant,0.4333802723948462,low_confidence,Babar Et La Chasse Aux Pieces D'or Et Petit Ours Brun Anglais Deux jeux pour accompagner un enfant de 3-6 ans dans sa pré-scolarité tout en s'amusant
6792,2403,Lots livres et magazines,2280,Journaux et revues occasion,0.4448031895766549,low_confidence,Les Fillettes Chantantes - Robert Sabatier 
6794,50,Accessoires gaming,1280,Jouets enfant,0.30113674568200277,low_confidence,Compteur 12v / 24v De Jauge De Tension De Volt De Cigarette De Camion De Voiture Automatique De Digital Led Compteur de jauge de tension 12V / 24V de voltm¿¿tre de cigarette de camion de voiture autom...
6795,1280,Jouets enfant,1140,Objets pop culture,0.31394484849091187,low_confidence,Schtroumpf Photographe &#43; Boite 
6801,1281,Jeux enfant,1280,Jouets enfant,0.5112032740937128,high_confidence,Iron Hands - Primaris Upgrades And Transfers 48-57 - Warhammer 40000 Montrez votre attachement aux fils de la Gorgone grâce à ce set d&#39;améliorations et de décalcomanies pour vos Space Marines Prim...
6815,1320,Puériculture,2060,Décoration,0.771620197540714,high_confidence,Mignon Lumière Led Nuit Silicone Nightstand Sécurité Bébé Meilleur Cadeau Pour Les Enfants Mignon lumière LED nuit silicone Nightstand sécurité bébé meilleur cadeau pour les enfants Description: peu d...
6818,2403,Lots livres et magazines,10,Livres occasion,0.5704535737679842,high_confidence,Le Messager De Notre Dame De Pouech N° 5 1950 
6825,50,Accessoires gaming,10,Livres occasion,0.2959772191739615,low_confidence,Sony Playstation - Re Volt - Livret Mode D'emploi Livret mode d'emploi pour le jeu : re volt
6830,2060,Décoration,1560,Mobilier,0.6479111716635171,high_confidence,Plateaux 4 Pcs Gn 1/3 150 Mm Acier Inoxydable <p>Ces plateaux empilables seront un excellent supplément à vos ustensiles de cuisine. Fait en acier inoxydable résistant le plateau de cuisson a une cons...
6846,60,Consoles de jeux,2462,Console et Jeux vidéos occasion,0.49501850839029254,low_confidence,Nintendo Game & Watch - Club Nintendo Re-Issue - Ball 
6852,2585,Outillage de jardin,10,Livres occasion,0.21089403432178494,low_confidence,Nilfisk-Alto Nilfisk Strahlrohr G4 C&C lang TypeType : Extension Tube & Adapter
6860,10,Livres occasion,40,Jeux consoles neuf,0.33639720059259054,low_confidence,The Lunchbox Kid!: 2010 Collector's Pictorial Price Guide For Metal Lunchboxes 
6873,1920,Linge de maison,1560,Mobilier,0.9492426372435753,high_confidence,Imprimer Tapisserie Tenture Tapisserie Art Décoration D'intérieur Chambre Pour Chambre Dorm Decor Tapisserie Tenture Soleil et la Lune Psychédélique Small Wall Tapisserie Art Chakra Accueil Décoration...
6874,2280,Journaux et revues occasion,1281,Jeux enfant,0.2310746720110029,low_confidence,Assistante Plus  N° 5 
6877,2403,Lots livres et magazines,2705,Livres neufs,0.9649584588872595,high_confidence,Journeaux De La Mayenne -190219221935 
6879,1302,Jeux et accessoires de plein air,1140,Objets pop culture,0.4008935459633068,low_confidence,Pincez Unicorn Cat Crème Pain Parfumée Lente Hausse Jouets Téléphone Cadeaux Charme Pissette Unicorn Cat crème Pain parfumée Lent Rising Toys Phone Charm Cadeaux Caractéristiques: Matériel: Elastic en...
6889,1920,Linge de maison,2582,Mobilier et accessoires de jardin,0.46278224988390065,low_confidence,T4w Anti-Poussière Housse Protecteur De Meuble Patio Table Chaise Extérieur Etanche 215x135x75cm Emballage inclus: <br />1 x Protecteur de meubles d&#39;extérieur étanche <br /> <br />Spécification: <...
6890,10,Livres occasion,2403,Lots livres et magazines,0.3431474207469635,low_confidence,Traité De Pâtisserie Artisanale - Volume 3 Fours Secs Chocolaterie Glacerie Sucres D'art 
6907,60,Consoles de jeux,50,Accessoires gaming,0.31887911307505284,low_confidence,Console Xbox 360 4 Go + Capteur Kinect + Disneyland Adventures + Kinect Adventures 
6923,2522,Fournitures papeterie,1160,Cartes de jeux,0.2049508570470723,low_confidence,Carte Brodée Main Représentant Une Souris Sur Un Brin De Blé 
6937,1302,Jeux et accessoires de plein air,1300,Modélisme,0.4827274860575249,low_confidence,Mercedes Sl65 Amg Blanche - Voiture Électrique Pour Enfant Voiture électrique 12V Mercedes SL65 BlancheCaractéristiques techniques Mercedes SL65    Vitesse : 3 à 6 km/h (démarrage progressif)    3 vit...
6941,2582,Mobilier et accessoires de jardin,2585,Outillage de jardin,0.5318867345539054,high_confidence,Beo Table D&#39;Extérieur Plafond Imperméable Rond Diamètre 160cm Sable Quantité : 1 Modèle : 4014119502467 Référence fabricant : 4014119502467 Type : Jardin Fabricant : beo
6960,2585,Outillage de jardin,2280,Journaux et revues occasion,0.18981018698351765,low_confidence,MANCHE MARTEAU 30CM N°33 
6967,1302,Jeux et accessoires de plein air,2583,Piscine et accessoires,0.22631089622711675,low_confidence,Bidon De Produit A Bulles 25 L Bidon de 25 L de produit spécial bulles.
6968,2705,Livres neufs,10,Livres occasion,0.34697030122517464,low_confidence,A Mourir De Rire 
6969,1300,Modélisme,1180,Jeux de rôle et figurines,0.9594076073355345,high_confidence,Gel De Mica- Fx014-Prince August 
6976,2280,Journaux et revues occasion,10,Livres occasion,0.6078301427031931,high_confidence,Pascal Fontaine - 12 Leçons Sur L'europe (Missions Actions Et Défis De L'union Au Xxie Siècle) 
6980,10,Livres occasion,2462,Console et Jeux vidéos occasion,0.8127723507803483,high_confidence,Caté Clic - Jeux 
6985,60,Consoles de jeux,2462,Console et Jeux vidéos occasion,0.5105892271343349,high_confidence,Sony Playstation 4 Slim 1 To + Star Wars Battlefront Ii 
6993,1940,Épicerie,10,Livres occasion,0.6964405353545753,high_confidence,Comte De La Seynie Terrines Canard Magret 3x180g COMTE DE LA SEYNIE Terrines Canard Magret 3x180g - COMTE DE LA SEYNIE Terrines de Canard au Magret 3x180g. Lot homogene de trois recettes de terrines e...
6994,1280,Jouets enfant,40,Jeux consoles neuf,0.2807755094696567,low_confidence,Hatchimals Colleggtibles Pack De 2 Hatchimals S6 (Assort) 
7001,1560,Mobilier,2585,Outillage de jardin,0.4609840589699443,low_confidence,Sécurité Bit 33pcs Set Tamper Proof Torx Spanner Tournevis Étoile Hex Rod Holder Métriques Inviolables Hex Bits: 2 mm 25 mm 3 mm 4 mm 5 mm 6 mm Taille du boîtier: app.68mm * 46mm * 28mm Quantité: 1 Se...
7005,10,Livres occasion,1160,Cartes de jeux,0.5520256506383187,high_confidence,Bien Enchérir En Attaque 
7012,2403,Lots livres et magazines,2280,Journaux et revues occasion,0.2662955997347595,low_confidence,Laurent Botti - Mo Hayder - Juan Gomez-Jurado 
7016,2280,Journaux et revues occasion,2403,Lots livres et magazines,0.9771719498661774,high_confidence,Journal Des Savants 1 
7017,1280,Jouets enfant,1301,Lingerie enfant et jeu de bar,0.9941925435766499,high_confidence,Jeux De Mini Table De Billard Jouet Cadeau Créatif Pour Enfant Magideal <p><b>La description:</b></p><br /><p> 100% Brand New &amp; Haute qualité; Léger portable et durable. <br /> Ensemble de table d...
7024,1940,Épicerie,10,Livres occasion,0.5938666971866707,high_confidence,Toogood Biscuits Aperitifs Le Veggie 85g Toogood biscuits aperitifs Le Veggie 85g - Tonino Lamborghini<br />Toogood biscuits apéritifs Le Veggie 85g
7028,1560,Mobilier,1280,Jouets enfant,0.4772986514938671,low_confidence,Princess Crown Lit À Baldaquin Pour Enfants Enfants Filles Insectes Moustiquaire Rond En Dentelle Bt317 Princess Crown Lit à baldaquin pour enfants enfants filles insectes moustiquaire ronde Descripti...
7035,1560,Mobilier,2403,Lots livres et magazines,0.4011355744998123,low_confidence,Salon Anglais De Chez Maple 
7050,1280,Jouets enfant,1140,Objets pop culture,0.730262587087663,high_confidence,Dc Comics - Figurine Dc Artists Alley Batgirl By Chrissie Zullo 17 Cm Figurine DC Comics modèle DC Artists Alley Batgirl by Chrissie Zullo 17 cm.<br />Figurine DC Comics modèle DC Artists Alley Batgir...
7051,2582,Mobilier et accessoires de jardin,1920,Linge de maison,0.7458972729509956,high_confidence,Coussin De Jardin - Coussin Carré Gris - 50x50 Cm Nos accessoires de maison colorés vont instantanément rendre votre maison plus cosy et donneront du style et de lélégance à vos meubles. Les matériaux...
7060,2403,Lots livres et magazines,2280,Journaux et revues occasion,0.6295833774236328,high_confidence,Complétez Votre Bibliothèque D¿Auto Entrepreneur : 
7061,40,Jeux consoles neuf,1281,Jeux enfant,0.9293035913245022,high_confidence,Jeu  Pc  Le  Petit  Monde  De  T'choupi  Dés 2  Ans 
7065,1302,Jeux et accessoires de plein air,2522,Fournitures papeterie,0.5614203817256352,high_confidence,Durable Noir Tactique En Fibre De Carbone Corps Du Stylo Titane Revêtu D'aluminium Stream Corps en fibre durable Noir tactique carbone Pen titane enduit AluminumFeature: Matériel Nib: matériau du corp...
7067,2705,Livres neufs,2280,Journaux et revues occasion,0.3860550159542288,low_confidence,Rien Que Les Hommes 
7071,1180,Jeux de rôle et figurines,10,Livres occasion,0.39890337023739386,low_confidence,The Dresden Files Rpg The Paranet Papers 
7075,1920,Linge de maison,1560,Mobilier,0.3748661714967593,low_confidence,Housses De Vêtements Lot De 6 Non-Tissé Housse De Protection Pour Vêtements/Costumes (6pcs(90/120)Cm) Les sacs à vêtements sont légers robustes confortables et doux.Suffisamment flexible pour être pli...
7078,2403,Lots livres et magazines,2280,Journaux et revues occasion,0.41772453034979024,low_confidence,Animal Man (1995) N°81-89 
7083,1302,Jeux et accessoires de plein air,2585,Outillage de jardin,0.4062053297669911,low_confidence,Pelle De Plage En Fer Et Manche Bois 91 Cm <p>D&#39;une qualité supérieure cette <strong>pelle de plage en fer</strong> avec un manche en bois permettra à votre enfant de creuser des trous et de const...
7088,2060,Décoration,10,Livres occasion,0.17433131497778112,low_confidence,Quatre Tasses En Porcelaine Blue Lagoon &lt;p&gt;Les quatre tasses en porcelaine Blue Lagoon seront idéales pour boire des thés verts ou noirs aux parfums orientaux ou pour boire tout simplement votre...
7089,1280,Jouets enfant,1302,Jeux et accessoires de plein air,0.9837110840726607,high_confidence,Halloween Skulll Parfumées Squishies Rising Lent Enfants Jouets Stress Relief Props Jouet Jouet Squishy 1853 Halloween Skulll parfumées Squishies Rising Lent enfants Jouets Stress Relief Toy Props Des...
7095,2705,Livres neufs,10,Livres occasion,0.39757204786932576,low_confidence,Les Conseils Ouvriers En Yougoslavie 
7101,1180,Jeux de rôle et figurines,10,Livres occasion,0.20348134091807882,low_confidence,24 Guerriers Esclaves Skaven 
